Time,Hip/Shoulder Separation,Pelvis Forward Tilt,Pelvis Lateral Tilt,Torso Forward Tilt,Torso Lateral Tilt,Shoulder Horizontal Abduction,Shoulder Abduction,Elbow Flexion,Back Force Y,Back Force Z,Front Force Y,Front Force Z,Back Torque,Front Torque,Hand Angular Velocity,Arm Angular Velocity,Torso Angular Velocity,Pelvis Angular Velocity
0,50.27289031,12.60674158,11.67010043,58.36683515,-54.74171545,106.2492415,-106.5817252,141.82013129,0.908550712198437,126.08865315664288,0.5273640743459055,-0.5840129119945634,-8.605276550699772,-0.49044197932532063,-1.98046875,-11.90625,-2.123046875,-10.34375
1,50.28606838,12.59926363,11.67349119,58.37369408,-54.74485636,106.2672757,-106.6164004,141.84970169000002,0.9047969360516481,126.12926861026163,0.4716713088685015,-0.5455211518858307,-8.590975597691093,-0.4963753668807357,-2.01796875,-12.0609375,-2.081054687,-10.34375
2,50.29924645,12.59178568,11.67688196,58.38055302,-54.74799726,106.2853099,-106.6510756,141.87927208,0.963978017261298,126.13112682296976,0.5274242177370031,-0.5418047060822291,-8.57659765312244,-0.5025368499127365,-2.05546875,-12.215625,-2.0390625,-10.34375
3,50.31242453,12.58430773,11.68027272,58.38741196,-54.75113816,106.303344,-106.6857508,141.90884248,0.9636544873938159,126.03104825008495,0.5274242177370031,-0.5418047060822291,-8.562171536838267,-0.5089064691133008,-2.09296875,-12.3703125,-1.997070312,-10.34375
4,50.3256026,12.57682978,11.68366348,58.3942709,-54.75427907,106.3213782,-106.720426,141.93841288,0.9632231142371729,126.072194617737,0.5273806655793408,-0.5856056744818212,-8.547726167721509,-0.5154631892024294,-2.13046875,-12.525,-1.955078125,-10.34375
5,50.33878067,12.56935183,11.68705424,58.40112984,-54.75741997,106.3394124,-106.7551012,141.96798327,1.0244822526673463,126.15793833503228,0.5274449568467551,-0.5853402140672783,-8.533290434736912,-0.5221850382165948,-2.167968751,-12.6796875,-1.913085937,-10.34375
6,50.35129461,12.56232432,11.68993342,58.40801982,-54.76057828,106.3569163,-106.790262,141.99804663999998,1.086487998504927,126.21713599728169,0.5274449568467551,-0.5853402140672783,-8.518893064380324,-0.5290492490557731,-2.305468751,-12.4875,-1.871679687,-10.3875
7,50.36380854,12.55529682,11.6928126,58.41490981,-54.76373659,106.3744201,-106.8254227,142.02811001,1.0246481654094464,126.21713599728169,0.5275154696568127,-0.6299375637104995,-8.504562485034151,-0.5360324015590425,-2.442968751,-12.2953125,-1.830273437,-10.43125
8,50.37632248,12.54826931,11.69569179,58.42179979,-54.76689491,106.391924,-106.8605834,142.05817338,1.0215124142711518,126.21607415562353,0.5259579637104995,-0.6299375637104995,-8.490326689077525,-0.5431105633053217,-2.580468751,-12.103125,-1.788867187,-10.475
9,50.38883641,12.5412418,11.69857097,58.42868978,-54.77005322,106.4094279,-106.8957441,142.08823674,1.080693495480802,126.2179323819232,0.5259579637104995,-0.6299375637104995,-8.476213093761393,-0.5502594272646228,-2.717968751,-11.9109375,-1.747460937,-10.51875
10,50.40135035,12.5342143,11.70145015,58.43557976,-54.77321153,106.4269317,-106.9309049,142.11830011,1.080693495480802,126.2179323819232,0.5259579637104995,-0.6299375637104995,-8.462248401932987,-0.5574544444415437,-2.855468749,-11.71875,-1.706054687,-10.5625
11,50.41291018,12.52765281,11.70370987,58.44244751,-54.7763584,106.4439173,-106.9664742,142.14881118,1.0833978734624532,126.26014059123342,0.5259579637104995,-0.6299375637104995,-8.44845846382428,-0.5646709498649317,-2.637304686,-11.7859375,-1.66875,-10.7125
12,50.42447002,12.52109131,11.70596958,58.44931526,-54.77950528,106.4609029,-107.0020434,142.17932226,1.0827757005776417,126.30181787291879,0.5260035896704043,-0.5861365953109072,-8.434868141362287,-0.5718842807394914,-2.419140624,-11.853125,-1.631445312,-10.8625
13,50.43602985,12.51452982,11.70822929,58.456183,-54.78265215,106.4778884,-107.0376127,142.20983333,1.0833812820931024,126.30155241590214,0.5275610957526334,-0.5861365953109072,-8.42150117673136,-0.5790698862292677,-2.200976561,-11.9203125,-1.594140625,-11.0125
14,50.44758969,12.50796833,11.710489,58.46305075,-54.78579902,106.494874,-107.073182,142.2403444,1.1418281993883794,126.40030369011212,0.527469843696908,-0.4980037376826367,-8.408380067064359,-0.5862034290548712,-1.982812499,-11.9875,-1.556835937,-11.1625
